Product_title,PDP_Image,Product_URL,Star_rating,Review_count,Model,SKU,Price,Category,Description_Key_features,Specs,In_The_Box,Image_URL,Image_URL_Saved_To,Image_URL1,Image_URL1_Saved_To,Image_URL2,Image_URL2_Saved_To,Image_URL3,Image_URL3_Saved_To,Image_URL4,Image_URL4_Saved_To,Image_URL5,Image_URL5_Saved_To,Image_URL6,Image_URL6_Saved_To,Image_URL7,Image_URL7_Saved_To,Image_URL8,Image_URL8_Saved_To,Image_URL9,Image_URL9_Saved_To,product_type,capabilities,subtypes,primary_activities,compatible_with_type,accessory_role,compatible_with_models
DJI Osmo Pocket 3 4K 3 Axis Gimbal Camera Combo,https://cdn.shopify.com/s/files/1/0024/9803/5810/products/668634-Product-0-I-638337118804153707_600x600.jpg?v=1698115155,https://www.jbhifi.com.au/products/dji-osmo-pocket-3-4k-3-axis-gimbal-camera-combo,4.9,(58),CP.OS.00000302.01,668634.0,899.0,Action cameras,"The all-new Pocket 3 features a powerful 1-inch CMOS sensor that puts detail-rich imaging right in the palm of your hand. With a 2-inch rotatable touchscreen and full-pixel fast focusing, go horizontal or vertical for more precise awareness and control. 4K/120fps, three-axis mechanical stabilization, and a host of intelligent features make Pocket 3 ready for any moving moment.

Key Features

That’s a 1-Inch Sensor
Pocket 3's powerful 1-inch CMOS sensor captures clear highlight-shadow details. Its superior optical performance enables a significant leap in image quality, providing reliable low-light performance.
 
Be a Slow-Mo-Pro with 4K/120fps [1]
Film in 4K/120fps to capture experiences in dynamic, incredibly smooth detail and magnify every breathtaking moment in slow motion.

Osmo Pocket 3 Wide-Angle Lens
Attach the Wide-Angle Lens to expand the FOV to 108° and capture more in every frame. Its magnetic design allows for quick, convenient attachment and detachment.

Osmo Mini Tripod
The Mini Tripod is flexible, portable, and equipped with a 1/4″-20 screw for expansion.

Osmo Pocket 3 Battery Handle
The Battery Handle has a built-in 950mAh battery, which can increase the operating time by approximately 62% when connected to Pocket 3. [7] It supports hot swapping and comes with a USB-C port that can be used to connect external audio devices. The 1/4″ thread at the bottom can connect accessories like tripods.
 
Osmo Pocket 3 Carrying Bag
Designed specifically for the Creator Combo, the Carrying Bag ensures convenient storage of all your device and accessories.

Dazzling Night Shots
Through specialized image quality optimization, Pocket 3’s night shots bring low-light scenes to life with clarity and authentic colour.

Natural Radiance
Pocket 3 will fine-tune the exposure for different skin tones to achieve direct output with a clear and glowing complexion. Be ready to steal the spotlight anytime you are in the frame.

Capture Nature in All Its Glory
Essential for professional creation, 10-bit D-Log M and 10-bit HLG colour modes record landscapes with high dynamic range, presenting accurate and delicate colours with clear and vivid details.

10-Bit D-Log M
The 10-bit D-Log M colour mode can record up to one billion colours, and the ultra-high dynamic range loads every shot with rich detail. Whether in high-contrast scenarios like sunrises and sunsets or colourful scenes like lush gardens, it delivers natural and delicate colour gradations for a full-spectrum visual experience.

HLG HDR
Pocket 3 supports 10-bit HLG video recording, allowing for a higher dynamic range directly on HDR-enabled equipment. Whether facing a sky filled with rosy clouds or a clear blue sea.

Pocket-Sized and Ready for Adventure
Compact and flexible, Pocket 3 fits easily in your palm or pocket, ensuring you’ll stay ready for the moments worth recording.

2-Inch Rotatable Screen, Spin the Good Times
With a 2-inch full-colour OLED touchscreen, Pocket 3 puts vibrant visuals and effortless control right at your fingertips. Rotate to start shooting or simply tap to access parameter adjustments and other functions.

Focus on What You Love
Pocket 3’s full-pixel fast focusing can keep even your quickest-moving subjects in sharp focus with ease. There’s also a new Product Showcase mode, which prioritizes the foreground and can focus on a subject quickly and smoothly, perfect for livestreaming and product showcasing.

Ready to Steady
Smooth footage has never been easier. With three-axis mechanical stabilization, the camera view remains stable even during dynamic camera movements. Choose from multiple stabilization levels, from an ultra-responsive default level to even higher levels that can handle more intense shaking.

Be the Star
ActiveTrack 6.0 offers multiple follow modes, introducing Face Auto-Detect and Dynamic Framing, and you can produce smooth, cinematic footage with one hand.

Face Auto-Detect Mode
Stay in focus with ease. Tracked subjects will be firmly locked in the center of the frame as the camera view moves stably and smoothly.

Dynamic Framing Mode
Epic shots start with great composition. With the built-in golden spiral composition, professional camera movement can lock on the subject to shoot more aesthetic footage.

Basic Mode
Newly upgraded stability. Double-tap an object to trigger basic tracking. Even with casual holding and camera movement, the object being tracked remains steadily in the center of the frame.

Sound That Surrounds
Pocket 3 adopts a built-in three-mic array, which can effectively reduce wind noise and record omnidirectional stereo sound. Even in noisy environments like concerts, it can precisely identify sound sources to give you more immersive audio. It also supports USB Audio protocol, enabling quick connections to external mics and monitoring earphones.
 
DJI Mic 2 Compatible, Dual-Person Recording
With the built-in Wi-Fi & Bluetooth module, Pocket 3 can directly connect to two DJI Mic 2 Transmitters, giving you ultra-clear recording for vlogs, interviews, livestreams, and more.

Always Shine with Glamour Effects
Glamour Effects 2.0 offers more personalized beauty options. Activate it on the rotatable touchscreen and download materials via the DJI Mimo app for automatic beautification. Find your angle with every shot.

Fast Charging, Long Lasting
Pocket 3 can be charged to 80% in just 16 minutes, [2] providing up to two hours of shooting. When fully charged, it can record up to 116 minutes of 4K/60fps footage or up to 166 minutes of 1080p/24fps footage, [3] giving you more time to get the shots you love.

Effortless Storage with Automatic Axis Locks
After powering off Pocket 3, the gimbal will automatically lock into storage position, keeping it safe and ready for your next adventure.



Note: The DJI Mimo app is required for activation when using this product for the first time.
[1] 4K/120fps video recording is only supported in Slow Motion mode. Tested under 25° C (77° F) laboratory conditions, the max recording time of a single continuous video is approximately 22 minutes (approximately 18 minutes in Europe).
[2] Osmo Pocket 3 has a built-in 1300mAh battery. It can be charged to 80% in 16 minutes and 100% in 32 minutes. The data was tested in a laboratory environment with the DJI 65W PD charger (sold separately).
[3] Tested in a 25° C (77° F) laboratory environment with Wi-Fi off and screen off, and should be used for reference only.
[7] Tested in a 25° C (77° F) laboratory environment, the fully charged Battery Handle can increase the operating time by approximately 62% when connected to Osmo Pocket 3 (an additional 103-min operating time at 1080p/24fps). This data should be used for reference only.","Camera type
Gimbal camera
Action camera
Yes
Action camera type
DJI Osmo
Colour
Black
Video recording
Ultra HD
Battery life
up to 166 minutes of 1080p/24fps footage
Advanced image stabiliser
Yes
Video Editing
Yes
Panorama
Yes
Face detection
Yes
Wi-Fi
Yes
Bluetooth
Yes
Content creator product
Yes
Manufacturer's warranty
1 Year",1 x DJI Osmo Pocket 3 | 1 x Osmo Pocket 3 Handle | 1 x Osmo Pocket 3 Cover | 1 x Osmo Pocket 3 Wrist Strap | 1 x Osmo Pocket 3 Mini Tripod | 1 x Osmo Pocket 3 Battery Handle | 1 x DJI Mic 2 Transmitter | 1 x DJI Mic 2 Windscreen | 1 x DJI Mic 2 Magnet (Pair) | 1 x DJI Mic 2 Clip Magnet (Pair) | 1 x Osmo Pocket 3 Wide-Angle Lens | 1 x Osmo Pocket 3 Carrying Bag | 1 x Type-C to Type-C PD Cable | 1 x Documents,https://www.jbhifi.com.au/cdn/shop/products/668634-Product-0-I-638337118804153707.jpg?v=1698115155,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL/08d614c6e2bb9f5461e087e1c3b2ed88.jpeg,https://www.jbhifi.com.au/cdn/shop/products/668634-Product-1-I-638337118804809179.jpg?v=1698115155,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL1/19ba862030c5482d0bc84d69966e29ac.jpeg,https://www.jbhifi.com.au/cdn/shop/products/668634-Product-2-I-638337118805473546.jpg?v=1698115155,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL2/3eb34a6b63dfba3155fe5dfa7e5bd2bb.jpeg,https://www.jbhifi.com.au/cdn/shop/products/668634-Product-3-I-638337118804759983.jpg?v=1698115155,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL3/d397ea5aed80865db63863e71a3edf85.jpeg,https://www.jbhifi.com.au/cdn/shop/products/668634-Product-4-I-638337118803160251.jpg?v=1698115155,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL4/a1553709c6f1762137f041a373f8c224.jpeg,https://www.jbhifi.com.au/cdn/shop/products/668634-Product-5-I-638337118802614833.jpg?v=1698115155,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL5/f7417cba6b1180476f28568211209541.jpeg,https://www.jbhifi.com.au/cdn/shop/products/668634-Product-6-I-638337118805578833.jpg?v=1698115155,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL6/5e3a98473cb92069dfd127f5ab1c9cae.jpeg,https://www.jbhifi.com.au/cdn/shop/products/668634-Product-7-I-638337118805181520.jpg?v=1698115156,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL7/885d9c2e635c03f7742bbd5f7ac11cd1.jpeg,https://www.jbhifi.com.au/cdn/shop/products/668634-Product-8-I-638337118806198277.jpg?v=1698115156,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL8/f0ac3d265e7bb9a41fd3a7a3ab6fe452.jpeg,https://www.jbhifi.com.au/cdn/shop/products/668634-Product-9-I-638337118807093850.jpg?v=1698115156,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL9/ee3c11cfc7d3ef8e1a4001d23a6a8811.jpeg,action_camera,"['vlogging', 'low_light', 'hands_free', 'portable']",['cam_pocket'],"['vlog', 'travel', 'interview', 'livestream']","['drone', 'action_camera']",power,['DJI Osmo Pocket 3']
DJI Osmo Action 4 Standard Combo,https://cdn.shopify.com/s/files/1/0024/9803/5810/products/656831-Product-0-I-638265409233305291_600x600.jpg?v=1690944192,https://www.jbhifi.com.au/products/dji-osmo-action-4-standard-combo,4.5,(57),CP.OS.00000269.01,656831.0,359.0,Action cameras,"Capture the raw exhilaration of any moment with striking image quality and unmatched flexibility, even when the lights dim. Osmo Action 4 empowers thrill-seekers to record it all, share the rush, and set the tone.

1/1.3″ Image Sensor
Unleash the power of every pixel when you record with Action 4. A wide f/2.8 aperture and 2.4μm-equivalent pixel size deliver shots loaded with detail from sunup to sundown and beyond.

10-bit D-Log M Colour Performance
10-bit D-Log M [3] colour mode gives you over one billion colours and a wider dynamic range to play with in post.

4K/120fps
The best moves deserve buttery slo-mo. That's why Action 4 has 4K UHD 120fps, [4] giving you an easy option to warp time and savor it all.

155° Ultra-Wide Angle
Experience an ultra-wide FOV that pulls you in headfirst with a perspective close to what the human eye sees.

360º HorizonSteady
360º HorizonSteady goes well past simple action camera stabilization, correcting horizontal tilts at any angle no matter how many flips, twists, or turns go down.

Planning something slightly less extreme? Try HorizonBalancing for horizontal tilt correction up to ±45º.

RockSteady 3.0
Adios, camera shake. RockSteady 3.0 injects fluid stabilization into your POV footage, even when shooting 4K/120fps.

Colour Temperature Calibration
An advanced colour temperature sensor ensures true-to-life tones outdoors, indoors, and underwater for colours that pop straight out of the camera.

Vivid Underwater
DJI Mimo can now sync visual information from Action 4's colour temperature sensor for eye-opening details beneath the waves.

Magnetic Quick-Release
The magnetic quick-release design of Action 4 lets you switch things up fast when the moment demands it.

Native Vertical Shooting
Go vertical with ease and flexibility. The Horizontal-Vertical Protective Frame lets you capture lossless vertical footage in seconds.

Dual Touchscreens
Dual water-stain resistant [5] touchscreens make turning the action camera around for parameter adjustments during selfies, mode switching, or video playback a thing of the past.

Custom Modes & Quick Switch Button
Features like SnapShot ensure you never miss the biggest moments. Save frequently used settings to C1-C5 shortcuts and switch between modes on the fly with the Quick Switch button and voice prompts.

18m Waterproof
Dive in with confidence and enjoy easy operation even with wet hands. Action 4 is designed to withstand depths of up to 18 meters without a case. [6]

Ultra-long Battery Life, Fast-Charge Supported
With over 2.5 hours of use, [7] never miss a beat. When you finally do need to recharge, fast-charging has you covered. In just 18 minutes, charge up to 80%. [8] Power up and get back into action.

Low-Temperature, High Performance
A freeze-resistant battery design lets your creativity thrive, even when things get frosty. Enjoy up to 150 minutes of recording in temps as low as -20°C (-4°F). [9]

AI Selfie Stick Removal
With the upgraded InvisiStick function, eliminate the selfie stick from your shots in a wider range of scenarios [10] for a mind-blowing perspective.

Expanded Recording Options
From dynamic shots with crystal-clear audio to seamless post-editing capabilities, Action 4 is built for recording the razor's edge of fast-paced sports.

Stereo Recording
Immerse yourself in crisp, clear sound with a built-in microphone array makes high-quality audio easy. Action 4 also supports external connection to DJI Mic for expanded recording options.

Ambient Noise Reduction 
Action 4 is equipped with three mics for omnidirectional recording with improved audio fidelity. A hidden microphone at the bottom of the action camera, plus the advanced wind noise reduction software, give you clear audio even in windy or fast-moving scenarios. 

Wireless Microphone
Action 4 is compatible with DJI Mic, [11] which has a transmission range of up to 250 meters. [12] Action 4 can also connect to other external microphones using a Type-C to 3.5mm cable.

* Use headphones for the full experience.

Wi-Fi Livestreaming
Action 4 supports livestreaming using Wi-Fi or your phone's hotspot. Simply choose your preferred platform and resolution and connect with your world.

Use an external power supply to keep your action camera charged on longer streams to ensure an uninterrupted broadcast.

Key Features

1/1.3-inch CMOS Sensor

145 g Weight

160 minutes [7] Operating Time

18m Waterproof Caseless Waterproof

-20° to 45° C (-4° to 113° F) Operating Temperature

4K/120fps Max Video Resolution

Supports Fast Charge

Quick-Release Design

RockSteady 3.0/3.0+ HorizonSteady, HorizonBalancing Stabilization System[20]

 

[1] The 155° FOV supports up to 4K/60fps video recording and requires stabilization to be turned off.
[2] The Horizontal-Vertical Protective Frame is required for vertical shooting.
[3] 10-bit color is only supported under the D-Log M color mode.
[4] The 120fps high frame rate is applicable to 1080p, 2.7K 16:9, and 4K 16:9 video specifications.
[5] The hydrophobicity of the front screen, rear screen, and Glass Lens Cover is realized through AF coating, which may be affected by accidental scratches.
[6] Before using the action camera, close the battery cover and the USB-C port cover, and tighten the Glass Lens Cover. It is recommended to install the Waterproof Case for long-term underwater shooting or in environments with high water impact pressure. Osmo Action 4 and its Waterproof Case have an IP68 waterproof rating. Do not use the camera in hot springs or extreme underwater environments, or let it come into contact with corrosive or unknown liquids.
[7] In 25° C (77° F) laboratory environment and at 1080p/24fps (16:9), with RockSteady on, Wi-Fi off, and screen off. This data is for reference only.
[8] Tested in a 25℃ (77°F) laboratory environment while using DJI 30W USB-C Charger with the photo taking/video recording function disabled and screen off, and should be used for reference only.
[9] In -20° C (-4° F) laboratory environment and at 1080p/24fps (16:9), with RockSteady on, Wi-Fi off, and screen off. This data is for reference only.
[10] InvisiStick supports up to 1920×1440 video when eliminating on the cloud, and up to 1280×960 video when eliminating locally.
[11] Sold separately.
[12] FCC compliant and tested in an open outdoor environment without interference.
[13] Currently only supports Mandarin Chinese and English. Use this function in a quiet environment and make sure that the pronunciation is clear and accurate.
[14] The ideal paste temperature range is -10° to 40° C (14° to 104° F). Do not attach to curved surfaces, and make sure the attachment surface is clean. It is recommended to press down on the attachment for 10 seconds after applying and leave for 30 minutes before use.
[15] The Osmo Action Mini Handlebar Mount supports round handlebars with a diameter of 8-35 mm.
16] The plastic material of Osmo Action Bite Mount that gets contact with mouth meets FDA test standard.
[17] Use caution when participating in certain extreme sports like rock climbing and diving. Ensure that no foreign objects get caught around your neck to avoid the risk of suffocation.
[18] Tested in a 25° C (77° F) laboratory environment while recording 1080p/30fps video in normal video mode with Enhanced Image Quality disabled, EIS disabled, and the screens off, and should be used for reference only.
[19] The maximum operating time was tested when recording video at 1080p/30fps (Power Reserve mode) with electronic image stabilization disabled and under laboratory conditions.
[20] Electronic stabilization (EIS) is not supported in Timelapse and Slow Motion modes. HorizonSteady supports only 1080p/2.7K video (≤60fps) in 16:9 ratio, and HorizonBalancing supports only 1080p/2.7K/4K video (≤60fps) in 16:9 ratio.
","Camera type
Action camera
Action camera
Yes
Video recording
Ultra HD
Video Frames Per Second
4K/120fps
Resolution (Pixels)
3648×2736
Image sensor
1/1.3-inch CMOS
Digital zoom
4
Expandable memory up to
512GB
Expandable memory format
Micro SD card
Touchscreen
Yes
Device screen size (inches)
2.25
Rechargeable
Yes
Battery life
Up to 160 minutes
Image stabilisation
Digital
Advanced image stabiliser
Yes
Environmental protection
Waterproof
Wi-Fi
Wi-Fi 5 (802.11 ac)
Bluetooth
v5.0
Manufacturer's warranty
1 Year",1 x DJI Osmo Action 4 Camera | 1 x Osmo Action 4 Extreme Battery | 1 x Osmo Action Quick-Release Adapter Mount | 1 x Osmo Action Adhesive Base (Curved) | 1 x Osmo Action Anti-Slip Pad for Adhesive Base | 1 x Osmo Action Locking Screw | 1 x Type-C to Type-C PD Cable,https://cdn.shopify.com/s/files/1/0024/9803/5810/products/656831-Product-0-I-638265409233305291_60x.jpg?v=1690944192,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL/ccf6dc5cee7b4fd191addbfb01e88105.jpeg,https://www.jbhifi.com.au/cdn/shop/products/656831-Product-1-I-638265409210918262.jpg?v=1690944192,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL1/4f7f676da81bfe22470a5fb0e25365f5.jpeg,https://www.jbhifi.com.au/cdn/shop/products/656831-Product-2-I-638265409207164695.jpg?v=1690944192,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL2/924a9bca83e4d9b842b356b3ac1f67a2.jpeg,https://www.jbhifi.com.au/cdn/shop/products/656831-Product-3-I-638265409211610095.jpg?v=1690944192,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL3/71f23c6d77096123cf82d658256c0ad3.jpeg,https://www.jbhifi.com.au/cdn/shop/products/656831-Product-4-I-638265409208490664.jpg?v=1690944192,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL4/b80bcc611e4e293a0b4d888545ccefec.jpeg,https://www.jbhifi.com.au/cdn/shop/products/656831-Product-5-I-638265409210943318.jpg?v=1690944192,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL5/b8adfa627c879fb8323ffb76e491b550.jpeg,https://www.jbhifi.com.au/cdn/shop/products/656831-Product-6-I-638265409212812206.jpg?v=1690944192,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL6/f952d6f4d768a0fdee368bf0599f6b91.jpeg,https://www.jbhifi.com.au/cdn/shop/products/656831-Product-7-I-638265409210885916.jpg?v=1690944192,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL7/049c631b1e0b22790b8d18a093de37ca.jpeg,https://www.jbhifi.com.au/cdn/shop/products/656831-Product-8-I-638265409213313406.jpg?v=1690944192,/Users/psonkusare/Octoparse/Search results_ 'dji' _ JB Hi-Fi/04-24 002919/Image_URL8/feeb13bd5221fc12b034a3cbb75dc024.jpeg,,,action_camera,"['rugged', 'sports', 'waterproof', 'vlogging']",['cam_action'],"['motorcycle', 'cycling', 'skiing_snowboarding', 'surfing']",['action_camera'],mounting,['DJI Osmo Action 4']
